"Time","Average alt","Bucket Script","Average vel_v"
1735174530000,25331.826532911393,-24.797389758375235,-28.386265822784807
1735174560000,24484.198092745097,-28.254281338876535,-24.895490196078434
1735174590000,23842.965487679998,-21.374420168836636,-23.810560000000002
1735174620000,22999.8687411194,-28.103224885353242,-25.29507462686567
1735174650000,22278.36105263158,-24.05025628292739,-24.410105263157895
1735174680000,21611.5752852809,-22.226192245022684,-18.949213483146067
1735174710000,21138.062332597405,-15.783765089449783,-16.19116883116883
1735174740000,20595.11401375,-18.098277294913473,-20.21640625
1735174770000,19951.88659012195,-21.440914120935002,-18.44280487804878
1735174800000,19435.315108181818,-17.219049398004426,-14.131515151515151
1735174830000,19107.29421809917,-10.93402966942158,-10.485619834710743
1735174860000,18796.00153224806,-10.376422861703638,-9.556201550387597
1735174890000,18520.583070535715,-9.18061539041155,-9.379642857142857
1735174920000,18233.386103913042,-9.573232220755745,-9.363304347826087
1735174950000,17968.988255367647,-8.813261618179846,-9.169117647058824
1735174980000,17694.15191984496,-9.161211184089552,-8.821162790697676
1735175010000,17432.32762067164,-8.727476639110682,-8.601716417910447
1735175040000,17179.24096637795,-8.43622180978964,-7.960393700787402
1735175070000,16945.972807961167,-7.775605280559466,-7.724951456310679
1735175100000,16720.395208380953,-7.519253319340472,-7.2920952380952375
1735175130000,16515.471534215685,-6.830789138842253,-6.812843137254902
1735175160000,16320.739367659575,-6.491072218537011,-6.512340425531915
1735175190000,16117.387470874999,-6.7783965594858575,-6.485375
1735175220000,15918.746262,-6.621373629166616,-6.632875
1735175250000,15720.451289615385,-6.60983241282053,-6.84
1735175280000,15494.842848791208,-7.520281360805893,-8.204175824175824
1735175310000,15170.47443883721,-10.812280331799958,-15.496627906976745
1735175340000,14674.734225877193,-16.524673765333866,-16.00385964912281
1735175370000,14245.479997999999,-14.308474262573146,-13.356285714285715
1735175400000,13877.414174811322,-12.268860772955911,-12.081320754716982
1735175430000,13476.507238870967,-13.363564531345158,-14.265080645161289
1735175460000,13050.253022727273,-14.20847387145647,-13.63189393939394
1735175490000,12650.883801809523,-13.312307363924992,-13.648761904761907
1735175520000,12255.931382254903,-13.165080651820668,-12.121372549019606
1735175550000,11904.13022875,-11.72670511683009,-12.031979166666666
1735175580000,11561.6402,-11.416334291666681,-11.290980392156863
1735175610000,11203.617502330097,-11.934089922330108,-11.361262135922331
1735175640000,10859.591464529914,-11.467534593339405,-10.833247863247863
1735175670000,10515.843632818183,-11.458261057057705,-12.84381818181818
1735175700000,10108.586376931818,-13.57524186287883,-14.225909090909092
1735175730000,9684.166645000001,-14.147324397727242,-13.369444444444444
1735175760000,9322.623754554455,-12.05142968151819,-12.195940594059406
1735175790000,8949.215,-12.44695848514851,-13.609100000000002
1735175820000,8519.569247692309,-14.32152507692305,-13.842527472527474
1735175850000,8142.19452043956,-12.579157575091632,-11.654065934065933
1735175880000,7784.808545121951,-11.912865843920281,-11.199268292682927
1735175910000,7447.243748750001,-11.252159879065008,-12.135124999999999
1735175940000,7089.083636363636,-11.938670412878825,-12.143272727272727
1735175970000,6718.803381355932,-12.342675166923467,-11.913898305084745
1735176000000,6373.715184810127,-11.502939884860188,-12.490126582278481
1735176030000,5958.561308,-13.838462560337545,-13.7196
1735176060000,5559.5428600000005,-13.300614933333327,-13.580571428571428
1735176090000,5130.260707142857,-14.309405095238102,-14.35142857142857
1735176120000,4685.151880555555,-14.836960886243409,-14.110185185185186
1735176150000,4288.916954716981,-13.207830861285796,-13.627169811320755
1735176180000,3882.9159830000003,-13.533365723899367,-13.1544
1735176210000,3494.7652282608697,-12.938358491304355,-12.701739130434783
1735176240000,3126.952937254902,-12.260409700198927,-12.201764705882352
1735176270000,2766.883321875,-12.002320512663392,-10.445
1735176300000,2468.4888844444445,-9.946481247685188,-10.05888888888889
1735176330000,2171.592677317073,-9.896540237579044,-9.93658536585366
1735176360000,1876.5142832142858,-9.835946470092912,-10.276785714285714
1735176390000,1588.6279975999998,-9.596209520476199,-10.264800000000001
